    25357/  4 | SET 0
    32921/  4 | -10 
    32922/  4 | -10 
    32922/  4 | -10 
    32922/  4 | -10 
    32922/  4 | -10 
    32923/  4 | -10 
    32923/  4 | -10 
    32923/  4 | -10 
    32923/  4 | -10 
    32923/  4 | -10 
    32924/  4 | -10 
    32924/  4 | -10 
    32924/  4 | -10 
    32924/  4 | -10 
    32925/  4 | -10 
    32925/  4 | -10 
    32925/  4 | -10 
    32925/  4 | -10 
    32925/  4 | -10 
    32926/  4 | -10 
    32926/  4 | -10 
    32926/  4 | -10 
    32926/  4 | -10 
    32927/  4 | -10 
    32927/  4 | -10 
    32927/  4 | -10 
    32927/  4 | -10 
    32928/  4 | -10 
    32928/  4 | -10 
    32928/  4 | -10 
    32928/  4 | -10 
    32928/  4 | -10 
    32929/  4 | -10 
    32929/  4 | -10 
    32929/  4 | -10 
    32929/  4 | -10 
    32930/  4 | -10 
    32930/  4 | -10 
    32930/  4 | -10 
    32930/  4 | -10 
    32930/  4 | -10 
    32931/  4 | -10 
    32931/  4 | -10 
    32931/  4 | -10 
    32931/  4 | -10 
    32932/  4 | -10 
    32932/  4 | -10 
    32932/  4 | -10 
    32932/  4 | -10 
    32932/  4 | -10 
    32933/  4 | -10 
    32933/  4 | -10 
    32933/  4 | -10 
    32933/  4 | -10 
    32934/  4 | -10 
    32934/  4 | -10 
    32934/  4 | -10 
    32934/  4 | -10 
    32935/  4 | -10 
    32935/  4 | -10 
    32935/  4 | -10 
    32935/  4 | -10 
    32935/  4 | -10 
    32936/  4 | -10 
    32936/  4 | -10 
    32936/  4 | -10 
    32936/  4 | -10 
    32937/  4 | -10 
    32937/  4 | -10 
    32937/  4 | -10 
    32937/  4 | -10 
    32937/  4 | -10 
    32938/  4 | -10 
    32938/  4 | -10 
    32938/  4 | -10 
    32938/  4 | -10 
    32939/  4 | -10 
    32939/  4 | -10 
    32939/  4 | -10 
    32939/  4 | -10 
    32939/  4 | -10 
    32940/  4 | -10 
    32940/  4 | -10 
    32940/  4 | -10 
    32940/  4 | -10 
    32941/  4 | -10 
    32941/  4 | -10 
    32941/  4 | -10 
    32941/  4 | -10 
    32942/  4 | -10 
    32942/  4 | -10 
    32942/  4 | -10 
    32942/  4 | -10 
    32942/  4 | -10 
    32943/  4 | -10 
    32943/  4 | -10 
    32943/  4 | -10 
    32943/  4 | -10 
    32944/  4 | -10 
    32944/  4 | -10 
    32944/  4 | -10 
    32944/  4 | -10 
    32944/  4 | -10 
    32945/  4 | -10 
    32945/  4 | -10 
    32945/  4 | -10 
    32945/  4 | -10 
    32946/  4 | -10 
    32946/  4 | -10 
    32946/  4 | -10 
    32946/  4 | -10 
    32947/  4 | -10 
    32947/  4 | -10 
    32947/  4 | -10 
    32947/  4 | -10 
    32947/  4 | -10 
    32948/  4 | -10 
    32948/  4 | -10 
    32948/  4 | -10 
    32948/  4 | -10 
    32949/  4 | -10 
    32949/  4 | -10 
    32949/  4 | -10 
    32949/  4 | -10 
    32949/  4 | -10 
    32950/  4 | -10 
    32950/  4 | -10 
    32950/  4 | -10 
    32950/  4 | -10 
    32951/  4 | -10 
    32951/  4 | -10 
    32951/  4 | -10 
    32951/  4 | -10 
    32951/  4 | -10 
    32952/  4 | -10 
    32952/  4 | -10 
    32952/  4 | -10 
    32952/  4 | -10 
    32953/  4 | -10 
    32953/  4 | -10 
    32953/  4 | -10 
    32953/  4 | -10 
    32954/  4 | -10 
    32954/  4 | -10 
    32954/  4 | -10 
    32954/  4 | -10 
    32954/  4 | -10 
    32955/  4 | -10 
    32955/  4 | -10 
    32955/  4 | -10 
    32955/  4 | 31 
    32956/  4 | 31 
    32956/  4 | 31 
    32956/  4 | 31 
    32956/  4 | 31 
    32956/  4 | 31 
    32957/  4 | 31 
    32957/  4 | 31 
    32957/  4 | 31 
    32957/  4 | 31 
    32957/  4 | 31 
    32958/  4 | 31 
    32958/  4 | 31 
    32958/  4 | 31 
    32958/  4 | 31 
    32959/  4 | 31 
    32959/  4 | 31 
    32959/  4 | 31 
    32959/  4 | 31 
    32959/  4 | 31 
    32960/  4 | 31 
    32960/  4 | 31 
    32960/  4 | 31 
    32960/  4 | 31 
    32961/  4 | 31 
    32961/  4 | 31 
    32961/  4 | 31 
    32961/  4 | 31 
    32961/  4 | 31 
    32962/  4 | 31 
    32962/  4 | 31 
    32962/  4 | 31 
    32962/  4 | 31 
    32962/  4 | 31 
    32963/  4 | 31 
    32963/  4 | 31 
    32963/  4 | 31 
    32963/  4 | 31 
    32964/  4 | 31 
    32964/  4 | 31 
    32964/  4 | 31 
    32964/  4 | 31 
    32964/  4 | 31 
    32965/  4 | 31 
    32965/  4 | 31 
    32965/  4 | 31 
    32965/  4 | 31 
    32965/  4 | 31 
    32966/  4 | 31 
    32966/  4 | 31 
    32966/  4 | 31 
    32966/  4 | 31 
    32967/  4 | 31 
    32967/  4 | 31 
    32967/  4 | 31 
    32967/  4 | 31 
    32967/  4 | 31 
    32968/  4 | 31 
    32968/  4 | 31 
    32968/  4 | 31 
    32968/  4 | 31 
    32968/  4 | 31 
    32969/  4 | 31 
    32969/  4 | 31 
    32969/  4 | 31 
    32969/  4 | 31 
    32970/  4 | 31 
    32970/  4 | 31 
    32970/  4 | 31 
    32970/  4 | 31 
    32970/  4 | 31 
    32971/  4 | 31 
    32971/  4 | 31 
    32971/  4 | 31 
    32971/  4 | 31 
    32971/  4 | 31 
    32972/  4 | 31 
    32972/  4 | 31 
    32972/  4 | 31 
    32972/  4 | 31 
    32973/  4 | 31 
    32973/  4 | 31 
    32973/  4 | 31 
    32973/  4 | 31 
    32973/  4 | 31 
    32974/  4 | 31 
    32974/  4 | 31 
    32974/  4 | 31 
    32974/  4 | 31 
    32975/  4 | 31 
    32975/  4 | 31 
    32975/  4 | 31 
    32975/  4 | 31 
    32975/  4 | 31 
    32976/  4 | 31 
    32976/  4 | 31 
    32976/  4 | 31 
    32976/  4 | 31 
    32976/  4 | 31 
    32977/  4 | 31 
    32977/  4 | 31 
    32977/  4 | 31 
    32977/  4 | 31 
    32978/  4 | 31 
    32978/  4 | 31 
    32978/  4 | 31 
    32978/  4 | 31 
    32978/  4 | 31 
    32979/  4 | 31 
    32979/  4 | 31 
    32979/  4 | 31 
    32979/  4 | 31 
    32979/  4 | 31 
    32980/  4 | 31 
    32980/  4 | 31 
    32980/  4 | 31 
    32980/  4 | 31 
    32981/  4 | 31 
    32981/  4 | 31 
    32981/  4 | 31 
    32981/  4 | 31 
    32981/  4 | 31 
    32982/  4 | 31 
    32982/  4 | 31 
    32982/  4 | 31 
    32982/  4 | 31 
    32982/  4 | 31 
    32983/  4 | 31 
    32983/  4 | 31 
    32983/  4 | 31 
    32983/  4 | 31 
    32984/  4 | 31 
    32984/  4 | 31 
    32984/  4 | 31 
    32984/  4 | 31 
    32984/  4 | 31 
    32985/  4 | 31 
    32985/  4 | 31 
    32985/  4 | 31 
    32985/  4 | 31 
    32986/  4 | 31 
    32986/  4 | 31 
    32986/  4 | 31 
    32986/  4 | 31 
    32986/  4 | 31 
    32987/  4 | 31 
    32987/  4 | 31 
    32987/  4 | 31 
    32987/  4 | 31 
    32987/  4 | 31 
    32988/  4 | 31 
    32988/  4 | 31 
    32988/  4 | 31 
    32988/  4 | 31 
    32989/  4 | 31 
    32989/  4 | 31 
    32989/  4 | 31 
    32989/  4 | 31 
    32989/  4 | 31 
    32990/  4 | 31 
    32990/  4 | 31 
    32990/  4 | 31 
    32990/  4 | 31 
    32990/  4 | 31 
    32991/  4 | 31 
    32991/  4 | 31 
    32991/  4 | 31 
    32991/  4 | 31 
    32992/  4 | 31 
    32992/  4 | 31 
    32992/  4 | 31 
    32992/  4 | 31 
    32992/  4 | 31 
    32993/  4 | 49 
    32993/  4 | 49 
    32993/  4 | 49 
    32993/  4 | 49 
    32993/  4 | 49 
    32994/  4 | 49 
    32994/  4 | 49 
    32994/  4 | 49 
    32994/  4 | 49 
    32995/  4 | 49 
    32995/  4 | 49 
    32995/  4 | 49 
    32995/  4 | 49 
    32995/  4 | 49 
    32996/  4 | 49 
    32996/  4 | 49 
    32996/  4 | 49 
    32996/  4 | 49 
    32996/  4 | 49 
    32997/  4 | 49 
    32997/  4 | 49 
    32997/  4 | 49 
    32997/  4 | 49 
    32998/  4 | 49 
    32998/  4 | 49 
    32998/  4 | 49 
    32998/  4 | 49 
    32998/  4 | 49 
    32999/  4 | 49 
    32999/  4 | 49 
    32999/  4 | 49 
    32999/  4 | 49 
    33000/  4 | 49 
    33000/  4 | 49 
    33000/  4 | 49 
    33000/  4 | 49 
    33000/  4 | 49 
    33001/  4 | 49 
    33001/  4 | 49 
    33001/  4 | 49 
    33001/  4 | 49 
    33001/  4 | 49 
    33002/  4 | 49 
    33002/  4 | 49 
    33002/  4 | 49 
    33002/  4 | 49 
    33003/  4 | 49 
    33003/  4 | 49 
    33003/  4 | 49 
    33003/  4 | 49 
    33003/  4 | 49 
    33004/  4 | 49 
    33004/  4 | 49 
    33004/  4 | 49 
    33004/  4 | 49 
    33004/  4 | 49 
    33005/  4 | 49 
    33005/  4 | 49 
    33005/  4 | 49 
    33005/  4 | 49 
    33006/  4 | 49 
    33006/  4 | 49 
    33006/  4 | 49 
    33006/  4 | 49 
    33006/  4 | 49 
    33007/  4 | 49 
    33007/  4 | 49 
    33007/  4 | 49 
    33007/  4 | 49 
    33007/  4 | 49 
    33008/  4 | 49 
    33008/  4 | 49 
    33008/  4 | 49 
    33008/  4 | 49 
    33009/  4 | 49 
    33009/  4 | 49 
    33009/  4 | 49 
    33009/  4 | 49 
    33009/  4 | 49 
    33010/  4 | 49 
    33010/  4 | 49 
    33010/  4 | 49 
    33010/  4 | 49 
    33010/  4 | 49 
    33011/  4 | 49 
    33011/  4 | 49 
    33011/  4 | 49 
    33011/  4 | 49 
    33012/  4 | 49 
    33012/  4 | 49 
    33012/  4 | 49 
    33012/  4 | 49 
    33012/  4 | 49 
    33013/  4 | 49 
    33013/  4 | 49 
    33013/  4 | 49 
    33013/  4 | 49 
    33014/  4 | 49 
    33014/  4 | 49 
    33014/  4 | 49 
    33014/  4 | 49 
    33014/  4 | 49 
    33015/  4 | 49 
    33015/  4 | 49 
    33015/  4 | 49 
    33015/  4 | 49 
    33015/  4 | 49 
    33016/  4 | 49 
    33016/  4 | 49 
    33016/  4 | 49 
    33016/  4 | 49 
    33017/  4 | 49 
    33017/  4 | 49 
    33017/  4 | 49 
    33017/  4 | 49 
    33017/  4 | 49 
    33018/  4 | 49 
    33018/  4 | 49 
    33018/  4 | 49 
    33018/  4 | 49 
    33018/  4 | 49 
    33022/  4 | SET 0
    33022/  4 | 0 
    33023/  4 | 0 
    33023/  4 | 0 
    33023/  4 | 0 
    33023/  4 | 0 
    33023/  4 | 0 
    33024/  4 | 0 
    33024/  4 | 0 
    33024/  4 | 0 
    33024/  4 | 0 
    33024/  4 | 0 
    33025/  4 | 0 
    33025/  4 | 0 
    33025/  4 | 0 
    33025/  4 | 0 
    33025/  4 | 0 
    33026/  4 | 0 
    33026/  4 | 0 
    33026/  4 | 0 
    33026/  4 | 0 
    33026/  4 | 0 
    33027/  4 | 0 
    33027/  4 | 0 
    33027/  4 | 0 
    33027/  4 | 0 
    33027/  4 | 0 
    33028/  4 | 0 
    33028/  4 | 0 
    33028/  4 | 0 
    33028/  4 | 0 
    33029/  4 | 0 
    33029/  4 | 0 
    33029/  4 | 0 
    33029/  4 | 0 
    33029/  4 | 0 
    33030/  4 | 0 
    33030/  4 | 0 
    33030/  4 | 0 
    33030/  4 | 0 
    33030/  4 | 0 
    33031/  4 | 0 
    33031/  4 | 0 
    33031/  4 | 0 
    33031/  4 | 0 
    33031/  4 | 0 
    33032/  4 | 0 
    33032/  4 | 0 
    33032/  4 | 0 
    33032/  4 | 0 
    33032/  4 | 0 
    33033/  4 | 0 
    33033/  4 | 0 
    33033/  4 | 0 
    33033/  4 | 0 
    33033/  4 | 0 
    33034/  4 | 0 
    33034/  4 | 0 
    33034/  4 | 0 
    33034/  4 | 0 
    33034/  4 | 0 
    33035/  4 | 0 
    33035/  4 | 0 
    33035/  4 | 0 
    33035/  4 | 0 
    33035/  4 | 0 
    33036/  4 | 0 
    33036/  4 | 0 
    33036/  4 | 0 
    33036/  4 | 0 
    33036/  4 | 0 
    33037/  4 | 0 
    33037/  4 | 0 
    33037/  4 | 0 
    33037/  4 | 0 
    33038/  4 | 0 
    33038/  4 | 0 
    33038/  4 | 0 
    33038/  4 | 0 
    33038/  4 | 0 
    33039/  4 | 0 
    33039/  4 | 0 
    33039/  4 | 0 
    33039/  4 | 0 
    33039/  4 | 0 
    33040/  4 | 0 
    33040/  4 | 0 
    33040/  4 | 0 
    33040/  4 | 0 
    33040/  4 | 0 
    33041/  4 | 0 
    33041/  4 | 0 
    33041/  4 | 0 
    33041/  4 | 0 
    33041/  4 | 0 
    33042/  4 | 0 
    33042/  4 | 0 
    33042/  4 | 0 
    33042/  4 | 0 
    33042/  4 | 0 
    33043/  4 | 0 
    33043/  4 | 0 
    33043/  4 | 0 
    33043/  4 | 0 
    33043/  4 | 0 
    33044/  4 | 0 
    33044/  4 | 0 
    33044/  4 | 0 
    33044/  4 | 0 
    33044/  4 | 0 
    33045/  4 | 0 
    33045/  4 | 0 
    33045/  4 | 0 
    33045/  4 | 0 
    33045/  4 | 0 
    33046/  4 | 0 
    33046/  4 | 0 
    33046/  4 | 0 
    33046/  4 | 0 
    33047/  4 | 0 
    33047/  4 | 0 
    33047/  4 | 0 
    33047/  4 | 0 
    33047/  4 | 0 
    33048/  4 | 0 
    33048/  4 | 0 
    33048/  4 | 0 
    33048/  4 | 0 
    33048/  4 | 0 
    33049/  4 | 0 
    33049/  4 | 0 
    33049/  4 | 0 
    33049/  4 | 0 
    33049/  4 | 0 
    33050/  4 | 0 
    33050/  4 | 0 
    33050/  4 | 0 
    33050/  4 | 0 
    33050/  4 | 0 
    33051/  4 | 0 
    33051/  4 | 0 
    33051/  4 | 0 
    33051/  4 | 0 
    33051/  4 | 0 
    33052/  4 | 0 
    33052/  4 | 0 
    33052/  4 | 0 
    33052/  4 | 0 
    33052/  4 | 0 
    33053/  4 | 0 
    33053/  4 | 0 
    33053/  4 | 0 
    33053/  4 | 0 
    33053/  4 | 0 
    33054/  4 | 0 
    33054/  4 | 0 
    33054/  4 | 0 
    33054/  4 | 0 
    33055/  4 | 0 
    33055/  4 | 0 
    33055/  4 | 0 
    33055/  4 | 0 
    33055/  4 | 0 
    33056/  4 | 0 
    33056/  4 | 0 
    33056/  4 | 0 
    33056/  4 | 0 
    33056/  4 | 0 
    33057/  4 | 0 
    33057/  4 | 0 
    33057/  4 | 0 
    33057/  4 | 0 
    33057/  4 | 0 
    33058/  4 | 0 
    33058/  4 | 0 
    33058/  4 | 0 
    33058/  4 | 0 
    33058/  4 | 0 
    33059/  4 | 0 
    33059/  4 | 0 
    33059/  4 | 0 
    33059/  4 | 0 
    33059/  4 | 0 
    33060/  4 | 0 
    33060/  4 | 0 
    33060/  4 | 0 
    33060/  4 | 0 
    33060/  4 | 0 
    33061/  4 | 0 
    33061/  4 | 0 
    33061/  4 | 0 
    33061/  4 | 0 
    33061/  4 | 0 
    33062/  4 | 0 
    33062/  4 | 0 
    33062/  4 | 0 
    33062/  4 | 0 
    33062/  4 | 0 
    33063/  4 | 0 
    33063/  4 | 0 
    33063/  4 | 0 
    33063/  4 | 0 
    33064/  4 | 0 
    33064/  4 | 0 
    33064/  4 | 0 
    33064/  4 | 0 
    33064/  4 | 0 
    33065/  4 | 0 
    33065/  4 | 0 
    33065/  4 | 0 
    33065/  4 | 0 
    33065/  4 | 0 
    33066/  4 | 0 
    33066/  4 | 0 
    33066/  4 | 0 
    33066/  4 | 0 
    33066/  4 | 0 
    33067/  4 | 0 
    33067/  4 | 0 
    33067/  4 | 0 
    33067/  4 | 0 
    33067/  4 | 59 
    33068/  4 | 59 
    33068/  4 | 59 
    33068/  4 | 59 
    33068/  4 | 59 
    33068/  4 | 59 
    33069/  4 | 59 
    33069/  4 | 59 
    33069/  4 | 59 
    33069/  4 | 59 
    33070/  4 | 59 
    33070/  4 | 59 
    33070/  4 | 59 
    33070/  4 | 59 
    33070/  4 | 59 
    33071/  4 | 59 
    33071/  4 | 59 
    33071/  4 | 59 
    33071/  4 | 59 
    33071/  4 | 59 
    33072/  4 | 59 
    33072/  4 | 59 
    33072/  4 | 59 
    33072/  4 | 59 
    33073/  4 | 59 
    33073/  4 | 59 
    33073/  4 | 59 
    33073/  4 | 59 
    33073/  4 | 59 
    33074/  4 | 59 
    33074/  4 | 59 
    33074/  4 | 59 
    33074/  4 | 59 
    33075/  4 | 59 
    33075/  4 | 59 
    33075/  4 | 59 
    33075/  4 | 59 
    33075/  4 | 59 
    33076/  4 | 59 
    33076/  4 | 59 
    33076/  4 | 59 
    33076/  4 | 59 
    33076/  4 | 59 
    33077/  4 | 59 
    33077/  4 | 59 
    33077/  4 | 59 
    33077/  4 | 59 
    33078/  4 | 59 
    33078/  4 | 59 
    33078/  4 | 59 
    33078/  4 | 59 
    33078/  4 | 59 
    33079/  4 | 59 
    33079/  4 | 59 
    33079/  4 | 59 
    33079/  4 | 59 
    33079/  4 | 59 
    33080/  4 | 59 
    33080/  4 | 59 
    33080/  4 | 59 
    33080/  4 | 59 
    33081/  4 | 59 
    33081/  4 | 59 
    33081/  4 | 59 
    33081/  4 | 59 
    33081/  4 | 59 
    33082/  4 | 59 
    33082/  4 | 59 
    33082/  4 | 59 
    33082/  4 | 59 
    33082/  4 | 59 
    33083/  4 | 59 
    33083/  4 | 59 
    33083/  4 | 59 
    33083/  4 | 59 
    33084/  4 | 59 
    33084/  4 | 59 
    33084/  4 | 59 
    33084/  4 | 59 
    33084/  4 | 59 
    33085/  4 | 59 
    33085/  4 | 59 
    33085/  4 | 59 
    33085/  4 | 59 
    33085/  4 | 59 
    33086/  4 | 59 
    33086/  4 | 59 
    33086/  4 | 59 
    33086/  4 | 59 
    33087/  4 | 59 
    33087/  4 | 59 
    33087/  4 | 59 
    33087/  4 | 59 
    33087/  4 | 59 
    33088/  4 | 59 
    33088/  4 | 59 
    33088/  4 | 59 
    33088/  4 | 59 
    33089/  4 | 59 
    33089/  4 | 59 
    33089/  4 | 59 
    33089/  4 | 59 
    33089/  4 | 59 
    33090/  4 | 59 
    33090/  4 | 59 
    33090/  4 | 59 
    33090/  4 | 59 
    33090/  4 | 59 
    33091/  4 | 59 
    33091/  4 | 59 
    33091/  4 | 59 
    33091/  4 | 59 
    33092/  4 | 59 
    33092/  4 | 59 
    33092/  4 | 59 
    33092/  4 | 59 
    33092/  4 | 59 
    33093/  4 | 59 
    33093/  4 | 59 
    33093/  4 | 59 
    33093/  4 | 59 
    33093/  4 | 59 
    33094/  4 | 59 
    33094/  4 | 59 
    33094/  4 | 59 
    33094/  4 | 59 
    33095/  4 | 59 
    33095/  4 | 59 
    33095/  4 | 59 
    33095/  4 | 59 
    33095/  4 | 59 
    33096/  4 | 59 
    33096/  4 | 59 
    33096/  4 | 59 
    33096/  4 | 59 
    33096/  4 | 59 
    33097/  4 | 59 
    33097/  4 | 59 
    33097/  4 | 59 
    33097/  4 | 59 
    33098/  4 | 59 
    33098/  4 | 59 
    33098/  4 | 59 
    33098/  4 | 59 
    33098/  4 | 59 
    33099/  4 | 59 
    33099/  4 | 59 
    33099/  4 | 59 
    33099/  4 | 59 
    33099/  4 | 59 
    33100/  4 | 59 
    33100/  4 | 59 
    33100/  4 | 59 
    33100/  4 | 59 
    33101/  4 | 59 
    33101/  4 | 59 
    33101/  4 | 59 
    33101/  4 | 59 
    33101/  4 | 59 
    33102/  4 | 59 
    33102/  4 | 59 
    33102/  4 | 59 
    33102/  4 | 59 
    33103/  4 | 59 
    33103/  4 | 59 
    33103/  4 | 59 
    33103/  4 | 59 
    33103/  4 | 59 
    33104/  4 | 59 
    33104/  4 | 59 
    33104/  4 | 59 
    33104/  4 | 59 
    33104/  4 | 59 
    33105/  4 | 12 
    33105/  4 | 12 
    33105/  4 | 12 
    33105/  4 | 12 
    33106/  4 | 12 
    33106/  4 | 12 
    33106/  4 | 12 
    33106/  4 | 12 
    33106/  4 | 12 
    33107/  4 | 12 
    33107/  4 | 12 
    33107/  4 | 12 
    33107/  4 | 12 
    33107/  4 | 12 
    33108/  4 | 12 
    33108/  4 | 12 
    33108/  4 | 12 
    33108/  4 | 12 
    33109/  4 | 12 
    33109/  4 | 12 
    33109/  4 | 12 
    33109/  4 | 12 
    33109/  4 | 12 
    33110/  4 | 12 
    33110/  4 | 12 
    33110/  4 | 12 
    33110/  4 | 12 
    33110/  4 | 12 
    33111/  4 | 12 
    33111/  4 | 12 
    33111/  4 | 12 
    33111/  4 | 12 
    33112/  4 | 12 
    33112/  4 | 12 
    33112/  4 | 12 
    33112/  4 | 12 
    33112/  4 | 12 
    33113/  4 | 12 
    33113/  4 | 12 
    33113/  4 | 12 
    33113/  4 | 12 
    33114/  4 | 12 
    33114/  4 | 12 
    33114/  4 | 12 
    33114/  4 | 12 
    33114/  4 | 12 
    33115/  4 | 12 
    33115/  4 | 12 
    33115/  4 | 12 
    33115/  4 | 12 
    33115/  4 | 12 
    33116/  4 | 12 
    33116/  4 | 12 
    33116/  4 | 12 
    33116/  4 | 12 
    33117/  4 | 12 
    33117/  4 | 12 
    33117/  4 | 12 
    33117/  4 | 12 
    33117/  4 | 12 
    33118/  4 | 12 
    33118/  4 | 12 
    33118/  4 | 12 
    33118/  4 | 12 
    33118/  4 | 12 
    33119/  4 | 12 
    33119/  4 | 12 
    33119/  4 | 12 
    33119/  4 | 12 
    33120/  4 | 12 
    33120/  4 | 12 
    33120/  4 | 12 
    33120/  4 | 12 
    33120/  4 | 12 
    33121/  4 | 12 
    33121/  4 | 12 
    33121/  4 | 12 
    33121/  4 | 12 
    33121/  4 | 12 
    33122/  4 | 12 
    33122/  4 | 12 
    33122/  4 | 12 
    33122/  4 | 12 
    33123/  4 | 12 
    33123/  4 | 12 
    33123/  4 | 12 
    33123/  4 | 12 
    33127/  4 | SET 0
    33127/  4 | 0 
    33127/  4 | 0 
    33128/  4 | 0 
    33128/  4 | 0 
    33128/  4 | 0 
    33128/  4 | 0 
    33128/  4 | 0 
    33129/  4 | 0 
    33129/  4 | 0 
    33129/  4 | 0 
    33129/  4 | 0 
    33129/  4 | 0 
    33130/  4 | 0 
    33130/  4 | 0 
    33130/  4 | 0 
    33130/  4 | 0 
    33130/  4 | 0 
    33131/  4 | 0 
    33131/  4 | 0 
    33131/  4 | 0 
    33131/  4 | 0 
    33131/  4 | 0 
    33132/  4 | 0 
    33132/  4 | 0 
    33132/  4 | 0 
    33132/  4 | 0 
    33132/  4 | 0 
    33133/  4 | 0 
    33133/  4 | 0 
    33133/  4 | 0 
    33133/  4 | 0 
    33133/  4 | 0 
    33134/  4 | 0 
    33134/  4 | 0 
    33134/  4 | 0 
    33134/  4 | 0 
    33134/  4 | 0 
    33135/  4 | 0 
    33135/  4 | 0 
    33135/  4 | 0 
    33135/  4 | 0 
    33135/  4 | 0 
    33136/  4 | 0 
    33136/  4 | 0 
    33136/  4 | 0 
    33136/  4 | 0 
    33137/  4 | 0 
    33137/  4 | 0 
    33137/  4 | 0 
    33137/  4 | 0 
    33137/  4 | 0 
    33138/  4 | 0 
    33138/  4 | 0 
    33138/  4 | 0 
    33138/  4 | 0 
    33138/  4 | 0 
    33139/  4 | 0 
    33139/  4 | 0 
    33139/  4 | 0 
    33139/  4 | 0 
    33139/  4 | 0 
    33140/  4 | 0 
    33140/  4 | 0 
    33140/  4 | 0 
    33140/  4 | 0 
    33140/  4 | 0 
    33141/  4 | 0 
    33141/  4 | 0 
    33141/  4 | 0 
    33141/  4 | 0 
    33141/  4 | 0 
    33142/  4 | 0 
    33142/  4 | 0 
    33142/  4 | 34 
    33142/  4 | 34 
    33142/  4 | 34 
    33143/  4 | 34 
    33143/  4 | 34 
    33143/  4 | 34 
    33143/  4 | 34 
    33144/  4 | 34 
    33144/  4 | 34 
    33144/  4 | 34 
    33144/  4 | 34 
    33144/  4 | 34 
    33145/  4 | 34 
    33145/  4 | 34 
    33145/  4 | 34 
    33145/  4 | 34 
    33145/  4 | 34 
    33146/  4 | 34 
    33146/  4 | 34 
    33146/  4 | 34 
    33146/  4 | 34 
    33147/  4 | 34 
    33147/  4 | 34 
    33147/  4 | 34 
    33147/  4 | 34 
    33147/  4 | 34 
    33148/  4 | 34 
    33148/  4 | 34 
    33148/  4 | 34 
    33148/  4 | 34 
    33148/  4 | 34 
    33149/  4 | 34 
    33149/  4 | 34 
    33149/  4 | 34 
    33149/  4 | 34 
    33150/  4 | 34 
    33150/  4 | 34 
    33150/  4 | 34 
    33150/  4 | 34 
    33150/  4 | 34 
    33151/  4 | 34 
    33151/  4 | 34 
    33151/  4 | 34 
    33151/  4 | 34 
    33152/  4 | 34 
    33152/  4 | 34 
    33152/  4 | 34 
    33152/  4 | 34 
    33152/  4 | 34 
    33153/  4 | 34 
    33153/  4 | 34 
    33153/  4 | 34 
    33153/  4 | 34 
    33153/  4 | 34 
    33154/  4 | 34 
    33154/  4 | 34 
    33154/  4 | 34 
    33154/  4 | 34 
    33155/  4 | 34 
    33155/  4 | 34 
    33155/  4 | 34 
    33155/  4 | 34 
    33155/  4 | 34 
    33156/  4 | 34 
    33156/  4 | 34 
    33156/  4 | 34 
    33156/  4 | 34 
    33157/  4 | 34 
    33157/  4 | 34 
    33157/  4 | 34 
    33157/  4 | 34 
    33157/  4 | 34 
    33158/  4 | 34 
    33158/  4 | 34 
    33158/  4 | 34 
    33158/  4 | 34 
    33158/  4 | 34 
    33159/  4 | 34 
    33159/  4 | 34 
    33159/  4 | 34 
    33159/  4 | 34 
    33160/  4 | 34 
    33160/  4 | 34 
    33160/  4 | 34 
    33160/  4 | 34 
    33160/  4 | 34 
    33161/  4 | 34 
    33161/  4 | 34 
    33161/  4 | 34 
    33161/  4 | 34 
    33161/  4 | 34 
    33162/  4 | 34 
    33162/  4 | 34 
    33162/  4 | 34 
    33162/  4 | 34 
    33163/  4 | 34 
    33163/  4 | 34 
    33163/  4 | 34 
    33163/  4 | 34 
    33163/  4 | 34 
    33164/  4 | 34 
    33164/  4 | 34 
    33164/  4 | 34 
    33164/  4 | 34 
    33165/  4 | 34 
    33165/  4 | 34 
    33165/  4 | 34 
    33165/  4 | 34 
    33165/  4 | 34 
    33166/  4 | 34 
    33166/  4 | 34 
    33166/  4 | 34 
    33166/  4 | 34 
    33166/  4 | 34 
    33167/  4 | 34 
    33167/  4 | 34 
    33167/  4 | 34 
    33167/  4 | 34 
    33168/  4 | 34 
    33168/  4 | 34 
    33168/  4 | 34 
    33168/  4 | 34 
    33168/  4 | 34 
    33169/  4 | 34 
    33169/  4 | 34 
    33169/  4 | 34 
    33169/  4 | 34 
    33169/  4 | 34 
    33170/  4 | 34 
    33170/  4 | 34 
    33170/  4 | 34 
    33170/  4 | 34 
    33171/  4 | 34 
    33171/  4 | 34 
    33171/  4 | 34 
    33171/  4 | 34 
    33171/  4 | 34 
    33172/  4 | 34 
    33172/  4 | 34 
    33172/  4 | 34 
    33172/  4 | 34 
    33172/  4 | 34 
    33173/  4 | 34 
    33173/  4 | 34 
    33173/  4 | 34 
    33173/  4 | 34 
    33174/  4 | 34 
    33174/  4 | 34 
    33174/  4 | 34 
    33174/  4 | 34 
    33174/  4 | 34 
    33175/  4 | 34 
    33175/  4 | 34 
    33175/  4 | 34 
    33175/  4 | 34 
    33175/  4 | 34 
    33176/  4 | 34 
    33176/  4 | 34 
    33176/  4 | 34 
    33176/  4 | 34 
    33177/  4 | 34 
    33177/  4 | 34 
    33177/  4 | 34 
    33177/  4 | 34 
    33177/  4 | 34 
    33178/  4 | 34 
