    25357/  4 | SET 0
    25619/  4 | 2873 
    25620/  4 | 2873 
    25620/  4 | 2873 
    25620/  4 | 2873 
    25620/  4 | 2873 
    25621/  4 | 2873 
    25621/  4 | 2873 
    25621/  4 | 2873 
    25621/  4 | 2873 
    25622/  4 | 2873 
    25622/  4 | 2873 
    25622/  4 | 2873 
    25622/  4 | 2873 
    25623/  4 | 2873 
    25623/  4 | 2873 
    25623/  4 | 2873 
    25623/  4 | 2873 
    25624/  4 | 2873 
    25624/  4 | 2873 
    25624/  4 | 2873 
    25624/  4 | 2873 
    25624/  4 | 2873 
    25625/  4 | 2873 
    25625/  4 | 2873 
    25625/  4 | 2873 
    25625/  4 | 2873 
    25626/  4 | 2873 
    25626/  4 | 2873 
    25626/  4 | 2873 
    25626/  4 | 2873 
    25627/  4 | 2873 
    25627/  4 | 2873 
    25627/  4 | 2873 
    25627/  4 | 2873 
    25628/  4 | 2873 
    25628/  4 | 2873 
    25628/  4 | 2873 
    25628/  4 | 2873 
    25628/  4 | 2873 
    25629/  4 | 2873 
    25629/  4 | 2873 
    25629/  4 | 2873 
    25629/  4 | 2873 
    25630/  4 | 2873 
    25630/  4 | 2873 
    25630/  4 | 2873 
    25630/  4 | 2873 
    25631/  4 | 2873 
    25631/  4 | 2873 
    25631/  4 | 2873 
    25631/  4 | 2873 
    25632/  4 | 2873 
    25632/  4 | 2873 
    25632/  4 | 2873 
    25632/  4 | 2873 
    25633/  4 | 2873 
    25633/  4 | 2873 
    25633/  4 | 2873 
    25633/  4 | 2873 
    25633/  4 | 2873 
    25634/  4 | 2873 
    25634/  4 | 2873 
    25634/  4 | 2873 
    25634/  4 | 2873 
    25635/  4 | 2873 
    25635/  4 | 2873 
    25635/  4 | 2873 
    25635/  4 | 2873 
    25636/  4 | 2401 
    25636/  4 | 2401 
    25636/  4 | 2401 
    25636/  4 | 2401 
    25637/  4 | 2401 
    25637/  4 | 2401 
    25637/  4 | 2401 
    25637/  4 | 2401 
    25637/  4 | 2401 
    25638/  4 | 2401 
    25638/  4 | 2401 
    25638/  4 | 2401 
    25638/  4 | 2401 
    25639/  4 | 2401 
    25639/  4 | 2401 
    25639/  4 | 2401 
    25639/  4 | 2401 
    25640/  4 | 2401 
    25640/  4 | 2401 
    25640/  4 | 2401 
    25640/  4 | 2401 
    25641/  4 | 2401 
    25641/  4 | 2401 
    25641/  4 | 2401 
    25641/  4 | 2401 
    25642/  4 | 2401 
    25642/  4 | 2401 
    25642/  4 | 2401 
    25642/  4 | 2401 
    25642/  4 | 2401 
    25643/  4 | 2401 
    25643/  4 | 2401 
    25643/  4 | 2401 
    25643/  4 | 2401 
    25644/  4 | 2401 
    25644/  4 | 2401 
    25644/  4 | 2401 
    25644/  4 | 2401 
    25645/  4 | 2401 
    25645/  4 | 2401 
    25645/  4 | 2401 
    25645/  4 | 2401 
    25646/  4 | 2401 
    25646/  4 | 2401 
    25646/  4 | 2401 
    25646/  4 | 2401 
    25647/  4 | 2401 
    25647/  4 | 2401 
    25647/  4 | 2401 
    25647/  4 | 2401 
    25647/  4 | 2401 
    25648/  4 | 2401 
    25648/  4 | 2401 
    25648/  4 | 2401 
    25648/  4 | 2401 
    25649/  4 | 2401 
    25649/  4 | 2401 
    25649/  4 | 2401 
    25649/  4 | 2401 
    25650/  4 | 2401 
    25650/  4 | 2401 
    25650/  4 | 2401 
    25650/  4 | 2401 
    25651/  4 | 2401 
    25651/  4 | 2401 
    25651/  4 | 2401 
    25651/  4 | 2401 
    25651/  4 | 2401 
    25652/  4 | 2401 
    25652/  4 | 2401 
    25652/  4 | 2401 
    25652/  4 | 2401 
    25653/  4 | 2401 
    25653/  4 | 2401 
    25653/  4 | 2401 
    25653/  4 | 2401 
    25654/  4 | 2401 
    25654/  4 | 2401 
    25654/  4 | 2401 
    25654/  4 | 2401 
    25655/  4 | 2401 
    25655/  4 | 2401 
    25655/  4 | 2401 
    25655/  4 | 2401 
    25656/  4 | 2401 
    25656/  4 | 2401 
    25656/  4 | 2401 
    25656/  4 | 2401 
    25656/  4 | 2401 
    25657/  4 | 2401 
    25657/  4 | 2401 
    25657/  4 | 2401 
    25657/  4 | 2401 
    25658/  4 | 2401 
    25658/  4 | 2401 
    25658/  4 | 2401 
    25658/  4 | 2401 
    25659/  4 | 2401 
    25659/  4 | 2401 
    25659/  4 | 2401 
    25659/  4 | 2401 
    25660/  4 | 2401 
    25660/  4 | 2401 
    25660/  4 | 2401 
    25660/  4 | 2401 
    25660/  4 | 2401 
    25661/  4 | 2401 
    25661/  4 | 2401 
    25661/  4 | 2401 
    25661/  4 | 2401 
    25662/  4 | 2401 
    25662/  4 | 2401 
    25662/  4 | 2401 
    25662/  4 | 2401 
    25663/  4 | 2401 
    25663/  4 | 2401 
    25663/  4 | 2401 
    25663/  4 | 2401 
    25664/  4 | 2401 
    25664/  4 | 2401 
    25664/  4 | 2401 
    25664/  4 | 2401 
    25665/  4 | 2401 
    25665/  4 | 2401 
    25665/  4 | 2401 
    25665/  4 | 2401 
    25665/  4 | 2401 
    25666/  4 | 2401 
    25666/  4 | 2401 
    25666/  4 | 2401 
    25666/  4 | 2401 
    25667/  4 | 2401 
    25667/  4 | 2401 
    25667/  4 | 2401 
    25667/  4 | 2401 
    25668/  4 | 2401 
    25668/  4 | 2401 
    25668/  4 | 2401 
    25668/  4 | 2401 
    25669/  4 | 2401 
    25669/  4 | 2401 
    25669/  4 | 2401 
    25669/  4 | 2401 
    25669/  4 | 2401 
    25670/  4 | 2401 
    25670/  4 | 2401 
    25670/  4 | 2401 
    25670/  4 | 2401 
    25671/  4 | 2401 
    25671/  4 | 2401 
    25671/  4 | 2401 
    25671/  4 | 2401 
    25672/  4 | 2401 
    25672/  4 | 2401 
    25672/  4 | 2401 
    25672/  4 | 2401 
    25673/  4 | 2401 
    25673/  4 | 2080 
    25673/  4 | 2080 
    25673/  4 | 2080 
    25674/  4 | 2080 
    25674/  4 | 2080 
    25674/  4 | 2080 
    25674/  4 | 2080 
    25674/  4 | 2080 
    25675/  4 | 2080 
    25675/  4 | 2080 
    25675/  4 | 2080 
    25675/  4 | 2080 
    25676/  4 | 2080 
    25676/  4 | 2080 
    25676/  4 | 2080 
    25676/  4 | 2080 
    25677/  4 | 2080 
    25677/  4 | 2080 
    25677/  4 | 2080 
    25677/  4 | 2080 
    25678/  4 | 2080 
    25678/  4 | 2080 
    25678/  4 | 2080 
    25678/  4 | 2080 
    25678/  4 | 2080 
    25679/  4 | 2080 
    25679/  4 | 2080 
    25679/  4 | 2080 
    25679/  4 | 2080 
    25680/  4 | 2080 
    25680/  4 | 2080 
    25680/  4 | 2080 
    25680/  4 | 2080 
    25681/  4 | 2080 
    25681/  4 | 2080 
    25681/  4 | 2080 
    25681/  4 | 2080 
    25682/  4 | 2080 
    25682/  4 | 2080 
    25682/  4 | 2080 
    25682/  4 | 2080 
    25683/  4 | 2080 
    25683/  4 | 2080 
    25683/  4 | 2080 
    25683/  4 | 2080 
    25683/  4 | 2080 
    25684/  4 | 2080 
    25684/  4 | 2080 
    25684/  4 | 2080 
    25684/  4 | 2080 
    25685/  4 | 2080 
    25685/  4 | 2080 
    25685/  4 | 2080 
    25685/  4 | 2080 
    25686/  4 | 2080 
    25686/  4 | 2080 
    25686/  4 | 2080 
    25686/  4 | 2080 
    25687/  4 | 2080 
    25687/  4 | 2080 
    25687/  4 | 2080 
    25687/  4 | 2080 
    25688/  4 | 2080 
    25688/  4 | 2080 
    25688/  4 | 2080 
    25688/  4 | 2080 
    25688/  4 | 2080 
    25689/  4 | 2080 
    25689/  4 | 2080 
    25689/  4 | 2080 
    25689/  4 | 2080 
    25690/  4 | 2080 
    25690/  4 | 2080 
    25690/  4 | 2080 
    25690/  4 | 2080 
    25691/  4 | 2080 
    25691/  4 | 2080 
    25691/  4 | 2080 
    25691/  4 | 2080 
    25692/  4 | 2080 
    25692/  4 | 2080 
    25692/  4 | 2080 
    25692/  4 | 2080 
    25692/  4 | 2080 
    25693/  4 | 2080 
    25693/  4 | 2080 
    25693/  4 | 2080 
    25693/  4 | 2080 
    25694/  4 | 2080 
    25694/  4 | 2080 
    25694/  4 | 2080 
    25694/  4 | 2080 
    25695/  4 | 2080 
    25695/  4 | 2080 
    25695/  4 | 2080 
    25695/  4 | 2080 
    25696/  4 | 2080 
    25696/  4 | 2080 
    25696/  4 | 2080 
    25696/  4 | 2080 
    25697/  4 | 2080 
    25697/  4 | 2080 
    25697/  4 | 2080 
    25697/  4 | 2080 
    25697/  4 | 2080 
    25698/  4 | 2080 
    25698/  4 | 2080 
    25698/  4 | 2080 
    25698/  4 | 2080 
    25699/  4 | 2080 
    25699/  4 | 2080 
    25699/  4 | 2080 
    25699/  4 | 2080 
    25700/  4 | 2080 
    25700/  4 | 2080 
    25700/  4 | 2080 
    25700/  4 | 2080 
    25701/  4 | 2080 
    25701/  4 | 2080 
    25701/  4 | 2080 
    25701/  4 | 2080 
    25701/  4 | 2080 
    25702/  4 | 2080 
    25702/  4 | 2080 
    25702/  4 | 2080 
    25702/  4 | 2080 
    25703/  4 | 2080 
    25703/  4 | 2080 
    25703/  4 | 2080 
    25703/  4 | 2080 
    25704/  4 | 2080 
    25704/  4 | 2080 
    25704/  4 | 2080 
    25704/  4 | 2080 
    25705/  4 | 2080 
    25705/  4 | 2080 
    25709/  4 | SET 0
    25709/  4 | 0 
    25709/  4 | 0 
    25709/  4 | 0 
    25710/  4 | 0 
    25710/  4 | 0 
    25710/  4 | 0 
    25710/  4 | 1839 
    25710/  4 | 1839 
    25711/  4 | 1839 
    25711/  4 | 1839 
    25711/  4 | 1839 
    25711/  4 | 1839 
    25712/  4 | 1839 
    25712/  4 | 1839 
    25712/  4 | 1839 
    25712/  4 | 1839 
    25713/  4 | 1839 
    25713/  4 | 1839 
    25713/  4 | 1839 
    25713/  4 | 1839 
    25714/  4 | 1839 
    25714/  4 | 1839 
    25714/  4 | 1839 
    25714/  4 | 1839 
    25714/  4 | 1839 
    25715/  4 | 1839 
    25715/  4 | 1839 
    25715/  4 | 1839 
    25715/  4 | 1839 
    25716/  4 | 1839 
    25716/  4 | 1839 
    25716/  4 | 1839 
    25716/  4 | 1839 
    25717/  4 | 1839 
    25717/  4 | 1839 
    25717/  4 | 1839 
    25717/  4 | 1839 
    25718/  4 | 1839 
    25718/  4 | 1839 
    25718/  4 | 1839 
    25718/  4 | 1839 
    25719/  4 | 1839 
    25719/  4 | 1839 
    25719/  4 | 1839 
    25719/  4 | 1839 
    25719/  4 | 1839 
    25720/  4 | 1839 
    25720/  4 | 1839 
    25720/  4 | 1839 
    25720/  4 | 1839 
    25721/  4 | 1839 
    25721/  4 | 1839 
    25721/  4 | 1839 
    25721/  4 | 1839 
    25722/  4 | 1839 
    25722/  4 | 1839 
    25722/  4 | 1839 
    25722/  4 | 1839 
    25723/  4 | 1839 
    25723/  4 | 1839 
    25723/  4 | 1839 
    25723/  4 | 1839 
    25723/  4 | 1839 
    25724/  4 | 1839 
    25724/  4 | 1839 
    25724/  4 | 1839 
    25724/  4 | 1839 
    25725/  4 | 1839 
    25725/  4 | 1839 
    25725/  4 | 1839 
    25725/  4 | 1839 
    25726/  4 | 1839 
    25726/  4 | 1839 
    25726/  4 | 1839 
    25726/  4 | 1839 
    25727/  4 | 1839 
    25727/  4 | 1839 
    25727/  4 | 1839 
    25727/  4 | 1839 
    25728/  4 | 1839 
    25728/  4 | 1839 
    25728/  4 | 1839 
    25728/  4 | 1839 
    25728/  4 | 1839 
    25729/  4 | 1839 
    25729/  4 | 1839 
    25729/  4 | 1839 
    25729/  4 | 1839 
    25730/  4 | 1839 
    25730/  4 | 1839 
    25730/  4 | 1839 
    25730/  4 | 1839 
    25731/  4 | 1839 
    25731/  4 | 1839 
    25731/  4 | 1839 
    25731/  4 | 1839 
    25732/  4 | 1839 
    25732/  4 | 1839 
    25732/  4 | 1839 
    25732/  4 | 1839 
    25733/  4 | 1839 
    25733/  4 | 1839 
    25733/  4 | 1839 
    25733/  4 | 1839 
    25733/  4 | 1839 
    25734/  4 | 1839 
    25734/  4 | 1839 
    25734/  4 | 1839 
    25734/  4 | 1839 
    25735/  4 | 1839 
    25735/  4 | 1839 
    25735/  4 | 1839 
    25735/  4 | 1839 
    25736/  4 | 1839 
    25736/  4 | 1839 
    25736/  4 | 1839 
    25736/  4 | 1839 
    25737/  4 | 1839 
    25737/  4 | 1839 
    25737/  4 | 1839 
    25737/  4 | 1839 
    25737/  4 | 1839 
    25738/  4 | 1839 
    25738/  4 | 1839 
    25738/  4 | 1839 
    25738/  4 | 1839 
    25739/  4 | 1839 
    25739/  4 | 1839 
    25739/  4 | 1839 
    25739/  4 | 1839 
    25740/  4 | 1839 
    25740/  4 | 1839 
    25740/  4 | 1839 
    25740/  4 | 1839 
    25741/  4 | 1839 
    25741/  4 | 1839 
    25741/  4 | 1839 
    25741/  4 | 1839 
    25742/  4 | 1839 
    25742/  4 | 1839 
    25742/  4 | 1839 
    25742/  4 | 1839 
    25742/  4 | 1839 
    25743/  4 | 1839 
    25743/  4 | 1839 
    25743/  4 | 1839 
    25743/  4 | 1839 
    25744/  4 | 1839 
    25744/  4 | 1839 
    25744/  4 | 1839 
    25744/  4 | 1839 
    25745/  4 | 1839 
    25745/  4 | 1839 
    25745/  4 | 1839 
    25745/  4 | 1839 
    25746/  4 | 1839 
    25746/  4 | 1839 
    25746/  4 | 1839 
    25746/  4 | 1839 
    25746/  4 | 1839 
    25747/  4 | 1839 
    25747/  4 | 1839 
    25747/  4 | 1839 
    25747/  4 | 1839 
    25748/  4 | 1670 
    25748/  4 | 1670 
    25748/  4 | 1670 
    25748/  4 | 1670 
    25749/  4 | 1670 
    25749/  4 | 1670 
    25749/  4 | 1670 
    25749/  4 | 1670 
    25750/  4 | 1670 
    25750/  4 | 1670 
    25750/  4 | 1670 
    25750/  4 | 1670 
    25751/  4 | 1670 
    25751/  4 | 1670 
    25751/  4 | 1670 
    25751/  4 | 1670 
    25751/  4 | 1670 
    25752/  4 | 1670 
    25752/  4 | 1670 
    25752/  4 | 1670 
    25752/  4 | 1670 
    25753/  4 | 1670 
    25753/  4 | 1670 
    25753/  4 | 1670 
    25753/  4 | 1670 
    25754/  4 | 1670 
    25754/  4 | 1670 
    25754/  4 | 1670 
    25754/  4 | 1670 
    25755/  4 | 1670 
    25755/  4 | 1670 
    25755/  4 | 1670 
    25755/  4 | 1670 
    25755/  4 | 1670 
    25756/  4 | 1670 
    25756/  4 | 1670 
    25756/  4 | 1670 
    25756/  4 | 1670 
    25757/  4 | 1670 
    25757/  4 | 1670 
    25757/  4 | 1670 
    25757/  4 | 1670 
    25758/  4 | 1670 
    25758/  4 | 1670 
    25758/  4 | 1670 
    25758/  4 | 1670 
    25759/  4 | 1670 
    25759/  4 | 1670 
    25759/  4 | 1670 
    25759/  4 | 1670 
    25760/  4 | 1670 
    25760/  4 | 1670 
    25760/  4 | 1670 
    25760/  4 | 1670 
    25760/  4 | 1670 
    25761/  4 | 1670 
    25761/  4 | 1670 
    25761/  4 | 1670 
    25761/  4 | 1670 
    25762/  4 | 1670 
    25762/  4 | 1670 
    25762/  4 | 1670 
    25762/  4 | 1670 
    25763/  4 | 1670 
    25763/  4 | 1670 
    25763/  4 | 1670 
    25763/  4 | 1670 
    25764/  4 | 1670 
    25764/  4 | 1670 
    25764/  4 | 1670 
    25764/  4 | 1670 
    25764/  4 | 1670 
    25765/  4 | 1670 
    25765/  4 | 1670 
    25765/  4 | 1670 
    25765/  4 | 1670 
    25766/  4 | 1670 
    25766/  4 | 1670 
    25766/  4 | 1670 
    25766/  4 | 1670 
    25767/  4 | 1670 
    25767/  4 | 1670 
    25767/  4 | 1670 
    25767/  4 | 1670 
    25768/  4 | 1670 
    25768/  4 | 1670 
    25768/  4 | 1670 
    25768/  4 | 1670 
    25769/  4 | 1670 
    25769/  4 | 1670 
    25769/  4 | 1670 
    25769/  4 | 1670 
    25769/  4 | 1670 
    25770/  4 | 1670 
    25770/  4 | 1670 
    25770/  4 | 1670 
    25770/  4 | 1670 
    25771/  4 | 1670 
    25771/  4 | 1670 
    25771/  4 | 1670 
    25771/  4 | 1670 
    25772/  4 | 1670 
    25772/  4 | 1670 
    25772/  4 | 1670 
    25772/  4 | 1670 
    25773/  4 | 1670 
    25773/  4 | 1670 
    25773/  4 | 1670 
    25773/  4 | 1670 
    25774/  4 | 1670 
    25774/  4 | 1670 
    25774/  4 | 1670 
    25774/  4 | 1670 
    25774/  4 | 1670 
    25775/  4 | 1670 
    25775/  4 | 1670 
    25775/  4 | 1670 
    25775/  4 | 1670 
    25776/  4 | 1670 
    25776/  4 | 1670 
    25776/  4 | 1670 
    25776/  4 | 1670 
    25777/  4 | 1670 
    25777/  4 | 1670 
    25777/  4 | 1670 
    25777/  4 | 1670 
    25778/  4 | 1670 
    25778/  4 | 1670 
    25778/  4 | 1670 
    25778/  4 | 1670 
    25778/  4 | 1670 
    25779/  4 | 1670 
    25779/  4 | 1670 
    25779/  4 | 1670 
    25779/  4 | 1670 
    25780/  4 | 1670 
    25780/  4 | 1670 
    25780/  4 | 1670 
    25780/  4 | 1670 
    25781/  4 | 1670 
    25781/  4 | 1670 
    25781/  4 | 1670 
    25781/  4 | 1670 
    25782/  4 | 1670 
    25782/  4 | 1670 
    25782/  4 | 1670 
    25782/  4 | 1670 
    25783/  4 | 1670 
    25783/  4 | 1670 
    25783/  4 | 1670 
    25783/  4 | 1670 
    25783/  4 | 1670 
    25784/  4 | 1670 
    25784/  4 | 1670 
    25784/  4 | 1670 
    25784/  4 | 1670 
    25785/  4 | 1670 
    25785/  4 | 1508 
    25785/  4 | 1508 
    25785/  4 | 1508 
    25786/  4 | 1508 
    25786/  4 | 1508 
    25786/  4 | 1508 
    25786/  4 | 1508 
    25787/  4 | 1508 
    25787/  4 | 1508 
    25787/  4 | 1508 
    25787/  4 | 1508 
    25787/  4 | 1508 
    25788/  4 | 1508 
    25788/  4 | 1508 
    25788/  4 | 1508 
    25788/  4 | 1508 
    25789/  4 | 1508 
    25789/  4 | 1508 
    25789/  4 | 1508 
    25789/  4 | 1508 
    25790/  4 | 1508 
    25790/  4 | 1508 
    25790/  4 | 1508 
    25790/  4 | 1508 
    25791/  4 | 1508 
    25791/  4 | 1508 
    25791/  4 | 1508 
    25791/  4 | 1508 
    25792/  4 | 1508 
    25792/  4 | 1508 
    25792/  4 | 1508 
    25792/  4 | 1508 
    25792/  4 | 1508 
    25793/  4 | 1508 
    25793/  4 | 1508 
    25793/  4 | 1508 
    25793/  4 | 1508 
    25794/  4 | 1508 
    25794/  4 | 1508 
    25794/  4 | 1508 
    25794/  4 | 1508 
    25795/  4 | 1508 
    25795/  4 | 1508 
    25795/  4 | 1508 
    25795/  4 | 1508 
    25796/  4 | 1508 
    25796/  4 | 1508 
    25796/  4 | 1508 
    25796/  4 | 1508 
    25796/  4 | 1508 
    25797/  4 | 1508 
    25797/  4 | 1508 
    25797/  4 | 1508 
    25797/  4 | 1508 
    25798/  4 | 1508 
    25798/  4 | 1508 
    25798/  4 | 1508 
    25798/  4 | 1508 
    25799/  4 | 1508 
    25799/  4 | 1508 
    25799/  4 | 1508 
    25799/  4 | 1508 
    25800/  4 | 1508 
    25800/  4 | 1508 
    25800/  4 | 1508 
    25800/  4 | 1508 
    25801/  4 | 1508 
    25801/  4 | 1508 
    25801/  4 | 1508 
    25801/  4 | 1508 
    25801/  4 | 1508 
    25802/  4 | 1508 
    25802/  4 | 1508 
    25802/  4 | 1508 
    25802/  4 | 1508 
    25803/  4 | 1508 
    25803/  4 | 1508 
    25803/  4 | 1508 
    25803/  4 | 1508 
    25804/  4 | 1508 
    25804/  4 | 1508 
    25804/  4 | 1508 
    25804/  4 | 1508 
    25805/  4 | 1508 
    25805/  4 | 1508 
    25805/  4 | 1508 
    25805/  4 | 1508 
    25805/  4 | 1508 
    25806/  4 | 1508 
    25806/  4 | 1508 
    25806/  4 | 1508 
    25806/  4 | 1508 
    25807/  4 | 1508 
    25807/  4 | 1508 
    25807/  4 | 1508 
    25807/  4 | 1508 
    25808/  4 | 1508 
    25808/  4 | 1508 
    25808/  4 | 1508 
    25808/  4 | 1508 
    25809/  4 | 1508 
    25809/  4 | 1508 
    25809/  4 | 1508 
    25809/  4 | 1508 
    25810/  4 | 1508 
    25810/  4 | 1508 
    25810/  4 | 1508 
    25810/  4 | 1508 
    25810/  4 | 1508 
    25811/  4 | 1508 
    25811/  4 | 1508 
    25811/  4 | 1508 
    25811/  4 | 1508 
    25812/  4 | 1508 
    25812/  4 | 1508 
    25812/  4 | 1508 
    25812/  4 | 1508 
    25813/  4 | 1508 
    25813/  4 | 1508 
    25813/  4 | 1508 
    25813/  4 | 1508 
    25814/  4 | 1508 
    25814/  4 | 1508 
    25814/  4 | 1508 
    25814/  4 | 1508 
    25814/  4 | 1508 
    25815/  4 | 1508 
    25815/  4 | 1508 
    25815/  4 | 1508 
    25815/  4 | 1508 
    25816/  4 | 1508 
    25816/  4 | 1508 
    25816/  4 | 1508 
    25816/  4 | 1508 
    25817/  4 | 1508 
    25817/  4 | 1508 
    25817/  4 | 1508 
    25817/  4 | 1508 
    25818/  4 | 1508 
    25818/  4 | 1508 
    25818/  4 | 1508 
    25818/  4 | 1508 
    25819/  4 | 1508 
    25819/  4 | 1508 
    25819/  4 | 1508 
    25819/  4 | 1508 
    25819/  4 | 1508 
    25820/  4 | 1508 
    25820/  4 | 1508 
    25820/  4 | 1508 
    25820/  4 | 1508 
    25821/  4 | 1508 
    25821/  4 | 1508 
    25821/  4 | 1508 
    25821/  4 | 1508 
    25822/  4 | 1508 
    25822/  4 | 1508 
    25822/  4 | 1508 
    25822/  4 | 1389 
    25826/  4 | SET 0
    25826/  4 | 0 
    25827/  4 | 0 
    25827/  4 | 0 
    25827/  4 | 0 
    25827/  4 | 0 
    25827/  4 | 0 
    25828/  4 | 0 
    25828/  4 | 0 
    25828/  4 | 0 
    25828/  4 | 0 
    25828/  4 | 0 
    25829/  4 | 0 
    25829/  4 | 0 
    25829/  4 | 0 
    25829/  4 | 0 
    25829/  4 | 0 
    25830/  4 | 0 
    25830/  4 | 0 
    25830/  4 | 0 
    25830/  4 | 0 
    25830/  4 | 0 
    25831/  4 | 0 
    25831/  4 | 0 
    25831/  4 | 0 
    25831/  4 | 0 
    25832/  4 | 0 
    25832/  4 | 0 
    25832/  4 | 0 
    25832/  4 | 0 
    25832/  4 | 0 
    25833/  4 | 0 
    25833/  4 | 0 
    25833/  4 | 0 
    25833/  4 | 0 
    25833/  4 | 0 
    25834/  4 | 0 
    25834/  4 | 0 
    25834/  4 | 0 
    25834/  4 | 0 
    25834/  4 | 0 
    25835/  4 | 0 
    25835/  4 | 0 
    25835/  4 | 0 
    25835/  4 | 0 
    25835/  4 | 0 
    25836/  4 | 0 
    25836/  4 | 0 
    25836/  4 | 0 
    25836/  4 | 0 
    25836/  4 | 0 
    25837/  4 | 0 
    25837/  4 | 0 
    25837/  4 | 0 
    25837/  4 | 0 
    25837/  4 | 0 
    25838/  4 | 0 
    25838/  4 | 0 
    25838/  4 | 0 
    25838/  4 | 0 
    25838/  4 | 0 
    25839/  4 | 0 
    25839/  4 | 0 
    25839/  4 | 0 
    25839/  4 | 0 
    25840/  4 | 0 
    25840/  4 | 0 
    25840/  4 | 0 
    25840/  4 | 0 
    25840/  4 | 0 
    25841/  4 | 0 
    25841/  4 | 0 
    25841/  4 | 1313 
    25841/  4 | 1313 
    25841/  4 | 1313 
    25842/  4 | 1313 
    25842/  4 | 1313 
    25842/  4 | 1313 
    25842/  4 | 1313 
    25843/  4 | 1313 
    25843/  4 | 1313 
    25843/  4 | 1313 
    25843/  4 | 1313 
    25844/  4 | 1313 
    25844/  4 | 1313 
    25844/  4 | 1313 
    25844/  4 | 1313 
    25844/  4 | 1313 
    25845/  4 | 1313 
    25845/  4 | 1313 
    25845/  4 | 1313 
    25845/  4 | 1313 
    25846/  4 | 1313 
    25846/  4 | 1313 
    25846/  4 | 1313 
    25846/  4 | 1313 
    25847/  4 | 1313 
    25847/  4 | 1313 
    25847/  4 | 1313 
    25847/  4 | 1313 
    25848/  4 | 1313 
    25848/  4 | 1313 
    25848/  4 | 1313 
    25848/  4 | 1313 
    25848/  4 | 1313 
    25849/  4 | 1313 
    25849/  4 | 1313 
    25849/  4 | 1313 
    25849/  4 | 1313 
    25850/  4 | 1313 
    25850/  4 | 1313 
    25850/  4 | 1313 
    25850/  4 | 1313 
    25851/  4 | 1313 
    25851/  4 | 1313 
    25851/  4 | 1313 
    25851/  4 | 1313 
    25852/  4 | 1313 
    25852/  4 | 1313 
    25852/  4 | 1313 
    25852/  4 | 1313 
    25853/  4 | 1313 
    25853/  4 | 1313 
    25853/  4 | 1313 
    25853/  4 | 1313 
    25853/  4 | 1313 
    25854/  4 | 1313 
    25854/  4 | 1313 
    25854/  4 | 1313 
    25854/  4 | 1313 
    25855/  4 | 1313 
    25855/  4 | 1313 
    25855/  4 | 1313 
    25855/  4 | 1313 
    25856/  4 | 1313 
    25856/  4 | 1313 
